,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_0.5_mean,0.905,0.905,0.0,0.384,0.887,0.635,0.331,0.0,0.561,0.759,0.19
1,es_fscore_0.5_std,0.008,0.008,0.0,0.428,0.176,0.127,0.301,0.0,0.27,0.264,0.241
2,es_precision_0.5_mean,0.827,0.827,0.0,0.441,0.9,1.0,0.24,0.0,0.461,0.72,0.25
3,es_precision_0.5_std,0.013,0.013,0.0,0.471,0.2,0.0,0.233,0.0,0.223,0.349,0.387
4,es_recall_0.5_mean,1.0,1.0,0.0,0.368,0.88,0.48,0.92,0.36,0.72,0.96,0.32
5,es_recall_0.5_std,0.0,0.0,0.0,0.43,0.16,0.16,0.16,0.08,0.349,0.08,0.299
6,execution_time_mean,0.012,0.013,0.429,0.013,0.284,0.08,0.066,0.059,0.068,0.105,1.291
7,execution_time_std,0.0,0.0,0.764,0.005,0.177,0.001,0.001,0.001,0.002,0.078,0.878
