,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_0.75_mean,0.737,0.826,0.175,0.237,0.213,0.896,0.515,0.029,0.32,0.346,0.021
1,es_fscore_0.75_std,0.27,0.307,0.099,0.169,0.109,0.189,0.251,0.079,0.131,0.212,0.052
2,es_precision_0.75_mean,0.645,0.836,0.234,0.196,0.801,0.96,0.721,0.044,0.248,0.81,0.353
3,es_precision_0.75_std,0.242,0.311,0.115,0.144,0.368,0.196,0.299,0.124,0.107,0.345,0.374
4,es_recall_0.75_mean,0.868,0.817,0.169,0.307,0.124,0.844,0.475,0.154,0.458,0.242,0.029
5,es_recall_0.75_std,0.298,0.302,0.095,0.202,0.066,0.188,0.253,0.072,0.166,0.173,0.053
6,execution_time_mean,0.148,0.154,2.196,0.139,24.239,2.233,0.68,1.033,0.738,0.681,0.281
7,execution_time_std,0.006,0.006,0.134,0.01,4.6,0.23,0.052,0.084,0.057,0.051,0.012
