,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_0.25_mean,1.0,0.959,0.555,0.737,0.862,0.933,0.998,1.0,0.752,0.811,0.27
1,es_fscore_0.25_std,0.0,0.024,0.216,0.18,0.154,0.05,0.018,0.003,0.072,0.157,0.143
2,es_precision_0.25_mean,1.0,0.977,0.621,0.672,1.0,1.0,0.999,1.0,0.66,1.0,0.743
3,es_precision_0.25_std,0.0,0.025,0.212,0.167,0.0,0.0,0.007,0.0,0.064,0.0,0.224
4,es_recall_0.25_mean,1.0,0.942,0.518,0.819,0.787,0.878,0.996,1.0,0.877,0.71,0.182
5,es_recall_0.25_std,0.0,0.033,0.229,0.201,0.214,0.081,0.027,0.005,0.095,0.22,0.108
6,execution_time_mean,0.15,0.154,2.798,0.136,11.497,1.909,0.683,0.811,0.729,0.671,0.26
7,execution_time_std,0.007,0.007,0.184,0.021,8.322,0.117,0.056,0.049,0.056,0.043,0.007
