,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_0.75_mean,0.821,0.851,0.116,0.132,0.619,0.88,0.051,0.892,0.346,0.321,0.053
1,es_fscore_0.75_std,0.378,0.281,0.131,0.202,0.327,0.227,0.169,0.304,0.152,0.288,0.079
2,es_precision_0.75_mean,0.82,0.866,0.147,0.107,0.772,0.94,0.038,0.892,0.267,0.36,0.44
3,es_precision_0.75_std,0.378,0.286,0.144,0.173,0.369,0.237,0.146,0.305,0.126,0.375,0.314
4,es_recall_0.75_mean,0.822,0.838,0.136,0.203,0.539,0.83,0.996,0.894,0.505,0.671,0.036
5,es_recall_0.75_std,0.379,0.277,0.147,0.234,0.318,0.223,0.022,0.301,0.184,0.239,0.052
6,execution_time_mean,0.15,0.155,2.585,0.142,13.902,1.896,0.684,0.83,0.734,0.683,0.258
7,execution_time_std,0.007,0.007,0.333,0.01,8.691,0.126,0.056,0.056,0.067,0.053,0.007
