,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_0.5_mean,0.988,0.937,0.044,0.592,0.932,0.877,0.699,0.98,0.533,0.833,0.548
1,es_fscore_0.5_std,0.1,0.133,0.146,0.465,0.099,0.168,0.127,0.14,0.19,0.101,0.295
2,es_precision_0.5_mean,0.99,0.949,0.039,0.65,0.927,1.0,0.607,0.98,0.419,0.778,0.89
3,es_precision_0.5_std,0.099,0.134,0.108,0.473,0.131,0.0,0.133,0.14,0.169,0.139,0.313
4,es_recall_0.5_mean,0.987,0.926,0.083,0.577,0.943,0.809,0.833,0.98,0.761,0.919,0.434
5,es_recall_0.5_std,0.101,0.133,0.265,0.468,0.069,0.196,0.121,0.14,0.177,0.107,0.284
6,execution_time_mean,0.149,0.156,1.804,0.143,5.568,1.763,0.687,0.794,0.728,0.689,0.255
7,execution_time_std,0.006,0.006,0.13,0.009,2.38,0.093,0.046,0.039,0.058,0.057,0.006
