,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_05_mean,0.4,0.4,0.245,0.255,0.21,0.422,0.428,0.398,0.516,0.261,0.001
1,es_fscore_05_std,0.136,0.136,0.133,0.152,0.072,0.127,0.129,0.138,0.125,0.107,0.011
2,es_precision_05_mean,0.471,0.471,0.447,0.506,0.655,0.482,0.633,0.451,0.476,0.749,0.681
3,es_precision_05_std,0.156,0.156,0.195,0.252,0.257,0.161,0.151,0.155,0.125,0.251,0.362
4,es_recall_05_mean,0.354,0.354,0.186,0.189,0.128,0.38,0.344,0.368,0.566,0.165,0.001
5,es_recall_05_std,0.126,0.126,0.118,0.128,0.04,0.107,0.134,0.132,0.123,0.077,0.006
6,execution_time_mean,0.151,0.156,2.022,0.132,28.58,2.586,0.691,0.793,1.44,0.695,0.254
7,execution_time_std,0.006,0.006,0.125,0.004,4.965,0.246,0.053,0.041,0.092,0.059,0.006
