,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_05_mean,0.432,0.432,0.245,0.201,0.223,0.425,0.579,0.424,0.546,0.343,0.0
1,es_fscore_05_std,0.171,0.171,0.131,0.136,0.076,0.157,0.196,0.17,0.15,0.133,0.0
2,es_precision_05_mean,0.521,0.521,0.446,0.428,0.696,0.482,0.769,0.497,0.509,0.891,0.825
3,es_precision_05_std,0.206,0.206,0.201,0.27,0.255,0.204,0.179,0.203,0.148,0.177,0.285
4,es_recall_05_mean,0.375,0.375,0.186,0.142,0.135,0.39,0.488,0.382,0.59,0.223,0.0
5,es_recall_05_std,0.156,0.156,0.105,0.104,0.045,0.135,0.205,0.16,0.152,0.107,0.0
6,execution_time_mean,0.151,0.156,2.041,0.132,30.115,2.721,0.693,0.804,1.439,0.692,0.253
7,execution_time_std,0.006,0.006,0.13,0.004,4.85,0.259,0.054,0.053,0.082,0.061,0.005
