,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_05_mean,0.942,0.942,0.049,0.451,0.918,0.865,0.671,0.99,0.44,0.81,0.559
1,es_fscore_05_std,0.098,0.098,0.151,0.398,0.135,0.169,0.159,0.099,0.322,0.132,0.276
2,es_precision_05_mean,0.956,0.956,0.041,0.619,0.914,1.0,0.583,0.99,0.421,0.765,0.91
3,es_precision_05_std,0.099,0.099,0.11,0.482,0.161,0.0,0.171,0.099,0.313,0.155,0.286
4,es_recall_05_mean,0.929,0.929,0.104,0.386,0.928,0.791,0.811,0.99,0.462,0.893,0.438
5,es_recall_05_std,0.099,0.099,0.298,0.368,0.116,0.198,0.122,0.099,0.331,0.15,0.262
6,execution_time_mean,0.158,0.165,1.92,0.138,6.415,1.887,0.725,0.824,1.468,0.733,0.256
7,execution_time_std,0.019,0.028,0.298,0.008,3.296,0.151,0.074,0.06,0.101,0.108,0.005
