,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_0.5_mean,0.452,0.022,0.214,0.437,0.626,0.037,0.48,0.695,0.313,0.385,0.117
1,es_fscore_0.5_std,0.143,0.099,0.186,0.141,0.084,0.116,0.266,0.297,0.051,0.198,0.122
2,es_precision_0.5_mean,0.495,0.496,0.272,0.471,0.596,0.485,0.437,0.739,0.281,0.644,0.38
3,es_precision_0.5_std,0.05,0.133,0.156,0.068,0.094,0.085,0.251,0.249,0.042,0.19,0.28
4,es_recall_0.5_mean,0.482,0.025,0.276,0.479,0.73,0.032,0.639,0.703,0.367,0.523,0.132
5,es_recall_0.5_std,0.159,0.109,0.232,0.156,0.071,0.108,0.289,0.29,0.088,0.215,0.097
6,execution_time_mean,0.406,111.404,135.133,2.178,661.475,259.874,2.443,798.791,2.08,1.859,0.284
7,execution_time_std,0.011,41.381,40.458,0.884,241.371,117.96,0.954,368.789,0.231,0.084,0.005
