,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_05_mean,0.924,0.924,0.101,0.502,0.934,0.921,0.645,0.97,0.574,0.778,0.508
1,es_fscore_05_std,0.163,0.163,0.196,0.394,0.123,0.102,0.14,0.171,0.348,0.128,0.289
2,es_precision_05_mean,0.95,0.95,0.08,0.682,0.92,1.0,0.57,0.97,0.564,0.718,0.89
3,es_precision_05_std,0.168,0.168,0.136,0.462,0.153,0.0,0.144,0.171,0.345,0.154,0.313
4,es_recall_05_mean,0.9,0.9,0.222,0.432,0.955,0.868,0.759,0.969,0.587,0.866,0.394
5,es_recall_05_std,0.16,0.16,0.406,0.367,0.09,0.145,0.121,0.171,0.348,0.123,0.279
6,execution_time_mean,0.304,0.314,4.79,0.347,15.693,4.816,1.336,1.831,3.543,1.315,0.32
7,execution_time_std,0.018,0.018,0.503,0.11,10.004,0.528,0.144,0.121,0.265,0.119,0.006
