,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_05_mean,0.925,0.925,0.09,0.451,0.965,0.936,0.517,0.969,0.546,0.684,0.511
1,es_fscore_05_std,0.163,0.163,0.181,0.374,0.117,0.13,0.124,0.171,0.349,0.147,0.261
2,es_precision_05_mean,0.961,0.961,0.072,0.705,0.987,1.0,0.445,0.97,0.55,0.62,0.93
3,es_precision_05_std,0.169,0.169,0.122,0.455,0.1,0.0,0.131,0.171,0.352,0.162,0.255
4,es_recall_05_mean,0.892,0.892,0.217,0.374,0.95,0.898,0.633,0.968,0.543,0.777,0.386
5,es_recall_05_std,0.159,0.159,0.409,0.345,0.139,0.156,0.098,0.171,0.345,0.137,0.253
6,execution_time_mean,0.702,0.716,13.18,0.923,28.346,17.628,2.824,4.771,11.443,2.849,0.364
7,execution_time_std,0.034,0.036,1.321,0.172,33.85,2.733,0.237,0.258,1.211,0.217,0.009
