,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_0.75_mean,0.92,0.837,0.0,0.398,0.801,0.886,0.002,0.88,0.326,0.026,0.0
1,es_fscore_0.75_std,0.271,0.308,0.0,0.476,0.336,0.207,0.012,0.325,0.19,0.064,0.0
2,es_precision_0.75_mean,0.92,0.86,0.0,0.427,0.792,0.96,0.001,0.88,0.25,0.015,0.0
3,es_precision_0.75_std,0.271,0.317,0.0,0.494,0.349,0.196,0.006,0.325,0.158,0.041,0.0
4,es_recall_0.75_mean,0.92,0.815,0.0,0.388,0.825,0.836,0.759,0.88,0.503,0.864,0.394
5,es_recall_0.75_std,0.271,0.301,0.0,0.472,0.304,0.222,0.121,0.325,0.215,0.126,0.279
6,execution_time_mean,0.262,0.314,4.79,0.24,15.693,4.816,1.336,1.831,1.426,1.315,0.32
7,execution_time_std,0.012,0.018,0.503,0.063,10.004,0.528,0.144,0.121,0.103,0.119,0.006
