,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_05_mean,0.91,0.91,0.006,0.51,0.709,0.656,0.67,0.989,0.495,0.826,0.617
1,es_fscore_05_std,0.099,0.099,0.063,0.413,0.273,0.147,0.181,0.1,0.297,0.182,0.293
2,es_precision_05_mean,0.848,0.848,0.007,0.637,0.739,0.99,0.531,0.99,0.416,0.826,0.91
3,es_precision_05_std,0.105,0.105,0.066,0.468,0.307,0.099,0.175,0.099,0.257,0.24,0.286
4,es_recall_05_mean,0.984,0.984,0.006,0.463,0.706,0.506,0.974,0.988,0.624,0.9,0.504
5,es_recall_05_std,0.105,0.105,0.06,0.406,0.263,0.171,0.092,0.101,0.346,0.171,0.279
6,execution_time_mean,0.032,0.034,0.196,0.047,0.669,0.196,0.167,0.136,0.176,0.169,0.253
7,execution_time_std,0.002,0.002,0.022,0.004,0.323,0.012,0.013,0.012,0.03,0.027,0.007
