,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_0.25_mean,0.999,0.955,0.891,0.883,0.987,0.943,0.77,0.997,0.736,0.87,0.475
1,es_fscore_0.25_std,0.007,0.018,0.204,0.251,0.024,0.102,0.094,0.017,0.092,0.102,0.256
2,es_precision_0.25_mean,1.0,0.989,0.871,0.965,0.994,1.0,0.879,1.0,0.671,0.951,0.949
3,es_precision_0.25_std,0.0,0.013,0.212,0.174,0.026,0.0,0.08,0.0,0.085,0.067,0.218
4,es_recall_0.25_mean,0.999,0.924,0.931,0.854,0.979,0.905,0.687,0.996,0.818,0.809,0.351
5,es_recall_0.25_std,0.012,0.028,0.195,0.277,0.03,0.131,0.105,0.03,0.118,0.133,0.237
6,execution_time_mean,0.44,0.489,8.246,0.422,26.027,9.459,2.021,3.073,2.588,1.989,0.342
7,execution_time_std,0.02,0.038,0.766,0.174,19.619,1.269,0.227,0.248,0.367,0.227,0.006
