,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_0.75_mean,0.88,0.865,0.0,0.374,0.814,0.858,0.002,0.91,0.349,0.013,0.0
1,es_fscore_0.75_std,0.325,0.271,0.0,0.468,0.373,0.285,0.01,0.286,0.168,0.049,0.0
2,es_precision_0.75_mean,0.88,0.898,0.0,0.406,0.817,0.92,0.001,0.91,0.268,0.008,0.0
3,es_precision_0.75_std,0.325,0.282,0.0,0.49,0.374,0.271,0.005,0.286,0.143,0.034,0.0
4,es_recall_0.75_mean,0.88,0.834,0.0,0.364,0.811,0.823,0.633,0.91,0.524,0.776,0.385
5,es_recall_0.75_std,0.325,0.262,0.0,0.464,0.372,0.288,0.098,0.286,0.193,0.136,0.255
6,execution_time_mean,0.652,0.716,13.18,0.642,28.346,17.628,2.824,4.771,4.124,2.849,0.364
7,execution_time_std,0.022,0.036,1.321,0.218,33.85,2.733,0.237,0.258,0.297,0.217,0.009
