,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_0.25_mean,0.915,0.705,0.923,0.12,0.339,0.041,0.946,0.984,0.007,0.465,0.521
1,es_fscore_0.25_std,0.147,0.177,0.012,0.067,0.037,0.021,0.07,0.03,0.0,0.359,0.071
2,es_precision_0.25_mean,0.918,0.704,0.933,0.111,0.382,0.069,0.94,0.987,0.004,0.459,0.757
3,es_precision_0.25_std,0.141,0.175,0.0,0.064,0.066,0.011,0.077,0.026,0.0,0.362,0.061
4,es_recall_0.25_mean,0.926,0.755,0.914,0.176,0.323,0.034,0.958,0.982,0.066,0.51,0.426
5,es_recall_0.25_std,0.133,0.163,0.022,0.094,0.033,0.022,0.054,0.032,0.001,0.332,0.071
6,execution_time_mean,32.393,6.096,128.976,46.504,76.525,16.825,18.708,40.919,46.994,18.76,0.692
7,execution_time_std,48.396,0.199,3.624,11.43,8.847,0.531,1.15,1.129,1.669,1.177,0.024
