,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_05_mean,0.686,0.686,0.923,0.084,0.298,0.041,0.765,0.971,0.008,0.377,0.513
1,es_fscore_05_std,0.187,0.187,0.012,0.065,0.052,0.021,0.062,0.047,0.002,0.283,0.073
2,es_precision_05_mean,0.68,0.681,0.933,0.073,0.326,0.069,0.676,0.973,0.004,0.333,0.725
3,es_precision_05_std,0.186,0.186,0.0,0.06,0.076,0.011,0.061,0.045,0.001,0.248,0.078
4,es_recall_05_mean,0.733,0.733,0.914,0.125,0.288,0.034,0.958,0.97,0.06,0.51,0.42
5,es_recall_05_std,0.173,0.173,0.022,0.089,0.046,0.022,0.054,0.048,0.012,0.332,0.072
6,execution_time_mean,5.993,6.096,128.976,49.876,76.525,16.825,18.708,40.919,154.537,18.76,0.692
7,execution_time_std,0.19,0.199,3.624,1.619,8.847,0.531,1.15,1.129,8.727,1.177,0.024
