,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_05_mean,0.834,0.834,0.766,0.188,0.87,0.136,0.78,0.98,0.049,0.688,0.512
1,es_fscore_05_std,0.13,0.13,0.076,0.154,0.12,0.063,0.123,0.059,0.021,0.194,0.117
2,es_precision_05_mean,0.824,0.824,0.793,0.185,0.916,0.202,0.694,0.982,0.029,0.605,0.739
3,es_precision_05_std,0.133,0.132,0.064,0.153,0.119,0.035,0.125,0.057,0.013,0.187,0.147
4,es_recall_05_mean,0.869,0.868,0.745,0.206,0.843,0.115,0.954,0.979,0.148,0.87,0.414
5,es_recall_05_std,0.105,0.106,0.087,0.166,0.125,0.067,0.095,0.06,0.062,0.168,0.111
6,execution_time_mean,0.663,0.683,12.587,4.311,63.989,3.09,2.63,4.57,10.269,2.644,0.456
7,execution_time_std,0.036,0.05,0.933,0.725,11.882,0.17,0.2,0.254,0.609,0.203,0.016
