,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_0.75_mean,0.875,0.798,0.343,0.121,0.534,0.319,0.073,0.869,0.133,0.088,0.022
1,es_fscore_0.75_std,0.238,0.223,0.165,0.211,0.334,0.174,0.083,0.231,0.073,0.093,0.08
2,es_precision_0.75_mean,0.875,0.782,0.42,0.131,0.534,0.44,0.045,0.87,0.084,0.056,0.038
3,es_precision_0.75_std,0.238,0.217,0.183,0.22,0.34,0.177,0.054,0.23,0.049,0.068,0.139
4,es_recall_0.75_mean,0.875,0.819,0.3,0.128,0.552,0.273,0.953,0.869,0.354,0.977,0.424
5,es_recall_0.75_std,0.238,0.228,0.161,0.23,0.322,0.17,0.103,0.232,0.119,0.043,0.218
6,execution_time_mean,0.187,0.171,1.977,0.338,10.264,1.102,0.756,0.892,0.74,0.764,0.375
7,execution_time_std,0.015,0.02,0.187,0.052,3.191,0.103,0.072,0.095,0.089,0.118,0.009
