,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_0.5_mean,0.906,0.686,0.923,0.082,0.298,0.041,0.765,0.971,0.005,0.377,0.513
1,es_fscore_0.5_std,0.162,0.187,0.012,0.064,0.052,0.021,0.062,0.047,0.001,0.283,0.073
2,es_precision_0.5_mean,0.908,0.681,0.933,0.071,0.326,0.069,0.676,0.973,0.003,0.333,0.725
3,es_precision_0.5_std,0.16,0.186,0.0,0.059,0.076,0.011,0.061,0.045,0.001,0.248,0.078
4,es_recall_0.5_mean,0.918,0.733,0.914,0.121,0.288,0.034,0.958,0.97,0.065,0.51,0.42
5,es_recall_0.5_std,0.146,0.173,0.022,0.087,0.046,0.022,0.054,0.048,0.003,0.332,0.072
6,execution_time_mean,32.393,6.096,128.976,46.504,76.525,16.825,18.708,40.919,46.994,18.76,0.692
7,execution_time_std,48.396,0.199,3.624,11.43,8.847,0.531,1.15,1.129,1.669,1.177,0.024
