,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_05_mean,0.645,0.645,0.942,0.085,0.232,0.031,0.777,0.977,0.004,0.338,0.491
1,es_fscore_05_std,0.189,0.189,0.011,0.05,0.039,0.015,0.051,0.037,0.001,0.312,0.075
2,es_precision_05_mean,0.636,0.636,0.95,0.072,0.252,0.051,0.691,0.979,0.002,0.301,0.714
3,es_precision_05_std,0.189,0.189,0.0,0.046,0.058,0.007,0.051,0.035,0.001,0.278,0.078
4,es_recall_05_mean,0.693,0.693,0.936,0.133,0.225,0.025,0.962,0.975,0.044,0.443,0.398
5,es_recall_05_std,0.18,0.18,0.02,0.072,0.035,0.016,0.041,0.037,0.009,0.363,0.07
6,execution_time_mean,10.791,10.998,224.363,78.718,150.207,94.241,34.16,71.882,332.396,34.164,0.803
7,execution_time_std,0.289,0.316,11.391,4.885,538.577,5.171,1.651,2.416,12.903,1.598,0.028
