,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_05_mean,0.942,0.942,0.018,0.439,0.781,0.771,0.737,0.99,0.497,0.838,0.557
1,es_fscore_05_std,0.103,0.103,0.102,0.41,0.27,0.236,0.155,0.099,0.322,0.133,0.311
2,es_precision_05_mean,0.929,0.929,0.03,0.598,0.78,0.99,0.63,0.99,0.452,0.838,0.85
3,es_precision_05_std,0.104,0.104,0.104,0.484,0.298,0.099,0.163,0.099,0.298,0.166,0.357
4,es_recall_05_mean,0.957,0.957,0.026,0.385,0.796,0.679,0.912,0.99,0.562,0.89,0.447
5,es_recall_05_std,0.107,0.107,0.149,0.392,0.236,0.268,0.128,0.099,0.338,0.179,0.29
6,execution_time_mean,0.065,0.067,0.557,0.074,1.977,0.555,0.322,0.296,0.445,0.33,0.344
7,execution_time_std,0.008,0.008,0.241,0.006,1.092,0.053,0.038,0.038,0.059,0.055,0.029
