,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_0.25_mean,0.992,0.933,0.465,0.408,0.956,0.355,0.957,0.998,0.26,0.986,0.546
1,es_fscore_0.25_std,0.058,0.032,0.202,0.224,0.059,0.135,0.126,0.007,0.029,0.027,0.22
2,es_precision_0.25_mean,0.995,0.915,0.554,0.447,0.974,0.505,0.964,1.0,0.181,0.996,0.852
3,es_precision_0.25_std,0.05,0.039,0.154,0.223,0.054,0.05,0.142,0.0,0.022,0.017,0.227
4,es_recall_0.25_mean,0.99,0.954,0.42,0.425,0.947,0.302,0.953,0.997,0.464,0.978,0.444
5,es_recall_0.25_std,0.066,0.028,0.226,0.26,0.059,0.147,0.103,0.014,0.052,0.043,0.209
6,execution_time_mean,0.187,0.171,1.977,0.338,10.264,1.102,0.756,0.892,0.74,0.764,0.375
7,execution_time_std,0.015,0.02,0.187,0.052,3.191,0.103,0.072,0.095,0.089,0.118,0.009
