,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_05_mean,0.151,0.019,0.053,0.153,0.318,0.003,0.69,0.103,0.419,0.469,0.003
1,es_fscore_05_std,0.131,0.066,0.196,0.227,0.086,0.026,0.096,0.095,0.186,0.286,0.026
2,es_precision_05_mean,0.627,0.829,0.049,0.437,0.767,0.12,0.585,0.79,0.372,0.514,0.191
3,es_precision_05_std,0.481,0.366,0.183,0.436,0.256,0.318,0.113,0.407,0.185,0.153,0.362
4,es_recall_05_mean,0.102,0.011,0.06,0.128,0.213,0.003,0.856,0.062,0.514,0.558,0.002
5,es_recall_05_std,0.072,0.038,0.22,0.175,0.067,0.021,0.084,0.052,0.198,0.351,0.015
6,execution_time_mean,0.152,24.835,6.811,0.145,188.263,113.091,0.716,134.902,1.431,0.729,0.297
7,execution_time_std,0.016,2.565,6.671,0.016,26.579,8.06,0.088,20.114,0.211,0.093,0.007
