,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_05_mean,0.935,0.935,0.118,0.407,0.939,0.872,0.696,0.989,0.442,0.827,0.486
1,es_fscore_05_std,0.097,0.097,0.232,0.4,0.116,0.2,0.131,0.1,0.343,0.102,0.303
2,es_precision_05_mean,0.956,0.956,0.101,0.581,0.945,1.0,0.611,0.99,0.426,0.781,0.82
3,es_precision_05_std,0.099,0.099,0.182,0.49,0.127,0.0,0.14,0.099,0.333,0.138,0.384
4,es_recall_05_mean,0.916,0.916,0.228,0.349,0.936,0.812,0.822,0.988,0.463,0.904,0.374
5,es_recall_05_std,0.097,0.097,0.408,0.369,0.112,0.223,0.114,0.1,0.35,0.124,0.276
6,execution_time_mean,0.155,0.162,1.948,0.144,6.001,1.904,0.736,0.84,1.479,0.705,0.295
7,execution_time_std,0.014,0.017,0.312,0.015,2.524,0.143,0.098,0.096,0.131,0.079,0.027
