,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_05_mean,0.225,0.128,0.0,0.199,0.352,0.039,0.673,0.15,0.438,0.52,0.007
1,es_fscore_05_std,0.097,0.13,0.0,0.27,0.087,0.13,0.11,0.078,0.242,0.174,0.04
2,es_precision_05_mean,0.87,0.88,0.0,0.47,0.832,0.098,0.551,0.88,0.429,0.467,0.274
3,es_precision_05_std,0.336,0.325,0.0,0.463,0.255,0.278,0.128,0.325,0.242,0.191,0.429
4,es_recall_05_mean,0.132,0.074,0.0,0.153,0.236,0.032,0.893,0.083,0.467,0.668,0.004
5,es_recall_05_std,0.055,0.075,0.0,0.227,0.062,0.12,0.067,0.044,0.254,0.206,0.023
6,execution_time_mean,0.148,12.407,2.143,0.131,88.111,51.521,0.685,54.84,1.377,0.724,0.296
7,execution_time_std,0.008,0.693,0.243,0.008,7.13,4.492,0.048,7.827,0.1,0.063,0.006
