,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_05_mean,0.291,0.291,0.0,0.401,0.504,0.256,0.656,0.219,0.412,0.465,0.041
1,es_fscore_05_std,0.075,0.075,0.0,0.372,0.204,0.4,0.097,0.076,0.294,0.161,0.096
2,es_precision_05_mean,0.98,0.98,0.0,0.591,0.85,0.3,0.524,0.97,0.396,0.491,0.416
3,es_precision_05_std,0.14,0.14,0.0,0.477,0.287,0.433,0.103,0.171,0.289,0.185,0.49
4,es_recall_05_mean,0.172,0.172,0.0,0.339,0.382,0.266,0.894,0.126,0.451,0.524,0.024
5,es_recall_05_std,0.05,0.05,0.0,0.332,0.189,0.392,0.098,0.047,0.294,0.232,0.056
6,execution_time_mean,0.157,3.388,2.132,0.144,31.16,14.733,0.726,16.946,1.489,0.71,0.298
7,execution_time_std,0.016,0.239,0.177,0.017,7.127,1.274,0.077,4.892,0.143,0.069,0.006
