,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_05_mean,0.245,0.225,0.0,0.2,0.372,0.042,0.673,0.174,0.446,0.518,0.004
1,es_fscore_05_std,0.08,0.105,0.0,0.294,0.098,0.126,0.1,0.064,0.261,0.169,0.031
2,es_precision_05_mean,0.93,0.91,0.0,0.382,0.818,0.105,0.544,0.92,0.425,0.462,0.292
3,es_precision_05_std,0.255,0.286,0.0,0.466,0.261,0.288,0.112,0.271,0.262,0.191,0.448
4,es_recall_05_mean,0.143,0.13,0.0,0.161,0.254,0.044,0.901,0.096,0.493,0.66,0.002
5,es_recall_05_std,0.045,0.062,0.0,0.251,0.071,0.147,0.084,0.037,0.252,0.214,0.018
6,execution_time_mean,0.15,9.393,2.184,0.154,71.899,39.252,0.711,41.399,1.423,0.719,0.298
7,execution_time_std,0.008,0.469,0.176,0.098,8.395,3.11,0.068,7.543,0.101,0.141,0.006
