,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_05_mean,0.44,0.047,0.189,0.346,0.614,0.036,0.623,0.716,0.213,0.547,0.294
1,es_fscore_05_std,0.145,0.16,0.167,0.168,0.095,0.108,0.263,0.269,0.111,0.273,0.163
2,es_precision_05_mean,0.476,0.488,0.257,0.484,0.582,0.485,0.57,0.74,0.264,0.757,0.704
3,es_precision_05_std,0.049,0.139,0.135,0.069,0.105,0.085,0.277,0.25,0.075,0.178,0.245
4,es_recall_05_mean,0.494,0.048,0.239,0.32,0.716,0.03,0.748,0.735,0.218,0.667,0.224
5,es_recall_05_std,0.167,0.162,0.214,0.184,0.087,0.097,0.233,0.251,0.14,0.262,0.146
6,execution_time_mean,1.95,793.297,538.59,7.927,3884.23,1196.344,7.486,5358.968,17.589,7.517,0.342
7,execution_time_std,0.406,300.337,116.025,2.326,959.119,318.082,1.626,1305.288,5.448,1.78,0.006
