,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_05_mean,0.913,0.913,0.382,0.288,0.923,0.456,0.693,0.965,0.188,0.797,0.162
1,es_fscore_05_std,0.152,0.152,0.158,0.243,0.116,0.08,0.218,0.146,0.123,0.084,0.137
2,es_precision_05_mean,0.903,0.903,0.408,0.325,0.919,0.51,0.615,0.965,0.141,0.729,0.206
3,es_precision_05_std,0.147,0.146,0.161,0.262,0.128,0.07,0.218,0.146,0.093,0.098,0.214
4,es_recall_05_mean,0.927,0.927,0.432,0.292,0.936,0.422,0.848,0.964,0.284,0.923,0.264
5,es_recall_05_std,0.152,0.152,0.23,0.26,0.104,0.087,0.167,0.146,0.183,0.068,0.14
6,execution_time_mean,0.159,0.166,2.664,0.169,16.624,1.772,0.732,0.887,2.623,0.745,0.256
7,execution_time_std,0.01,0.011,1.345,0.015,5.365,0.125,0.068,0.076,0.16,0.081,0.004
