,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_0.25_mean,0.998,0.999,0.712,0.896,0.971,0.872,0.877,0.998,0.756,0.939,0.496
1,es_fscore_0.25_std,0.018,0.004,0.392,0.242,0.038,0.2,0.092,0.008,0.095,0.083,0.292
2,es_precision_0.25_mean,1.0,1.0,0.722,0.954,0.987,1.0,0.945,1.0,0.691,0.986,0.89
3,es_precision_0.25_std,0.0,0.0,0.377,0.202,0.039,0.0,0.071,0.0,0.097,0.032,0.313
4,es_recall_0.25_mean,0.996,0.998,0.736,0.871,0.956,0.812,0.822,0.997,0.841,0.904,0.381
5,es_recall_0.25_std,0.031,0.009,0.396,0.266,0.046,0.223,0.114,0.016,0.108,0.124,0.269
6,execution_time_mean,0.139,0.159,1.948,0.136,6.001,1.904,0.736,0.84,0.671,0.705,0.295
7,execution_time_std,0.006,0.006,0.312,0.014,2.524,0.143,0.098,0.096,0.058,0.079,0.027
