,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_0.25_mean,0.124,0.022,0.059,0.489,0.349,0.016,0.427,0.12,0.704,0.32,0.048
1,es_fscore_0.25_std,0.088,0.059,0.206,0.294,0.085,0.063,0.097,0.091,0.089,0.187,0.107
2,es_precision_0.25_mean,0.7,0.773,0.079,0.83,0.823,0.12,0.293,0.837,0.597,0.305,0.47
3,es_precision_0.25_std,0.458,0.408,0.248,0.293,0.196,0.325,0.078,0.367,0.095,0.069,0.477
4,es_recall_0.25_mean,0.069,0.012,0.052,0.39,0.228,0.009,0.805,0.066,0.868,0.521,0.032
5,es_recall_0.25_std,0.048,0.032,0.19,0.261,0.069,0.036,0.135,0.05,0.094,0.362,0.066
6,execution_time_mean,0.141,29.313,13.069,0.137,230.996,181.245,0.713,153.943,0.708,0.719,0.298
7,execution_time_std,0.014,4.463,15.036,0.012,41.171,535.211,0.074,19.109,0.104,0.084,0.008
