,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_0.75_mean,0.037,0.002,0.0,0.025,0.134,0.0,0.323,0.05,0.277,0.208,0.0
1,es_fscore_0.75_std,0.075,0.018,0.0,0.087,0.127,0.0,0.118,0.082,0.102,0.184,0.0
2,es_precision_0.75_mean,0.45,0.583,0.001,0.277,0.315,0.05,0.276,0.647,0.218,0.267,0.173
3,es_precision_0.75_std,0.497,0.483,0.012,0.39,0.349,0.218,0.076,0.476,0.088,0.086,0.362
4,es_recall_0.75_mean,0.038,0.001,0.01,0.023,0.161,0.002,0.424,0.034,0.43,0.264,0.001
5,es_recall_0.75_std,0.049,0.01,0.054,0.065,0.08,0.02,0.188,0.048,0.15,0.252,0.01
6,execution_time_mean,0.141,29.313,13.069,0.137,230.996,181.245,0.713,153.943,0.708,0.719,0.298
7,execution_time_std,0.014,4.463,15.036,0.012,41.171,535.211,0.074,19.109,0.104,0.084,0.008
