,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_0.5_mean,0.97,0.999,0.118,0.671,0.939,0.872,0.696,0.989,0.529,0.827,0.486
1,es_fscore_0.5_std,0.171,0.004,0.232,0.444,0.116,0.2,0.131,0.1,0.151,0.102,0.303
2,es_precision_0.5_mean,0.97,1.0,0.101,0.707,0.945,1.0,0.611,0.99,0.413,0.781,0.82
3,es_precision_0.5_std,0.171,0.0,0.182,0.449,0.127,0.0,0.14,0.099,0.135,0.138,0.384
4,es_recall_0.5_mean,0.97,0.998,0.228,0.658,0.936,0.812,0.822,0.988,0.763,0.904,0.374
5,es_recall_0.5_std,0.171,0.009,0.408,0.447,0.112,0.223,0.114,0.1,0.141,0.124,0.276
6,execution_time_mean,0.139,0.159,1.948,0.136,6.001,1.904,0.736,0.84,0.671,0.705,0.295
7,execution_time_std,0.006,0.006,0.312,0.014,2.524,0.143,0.098,0.096,0.058,0.079,0.027
