,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_05_mean,0.473,0.143,0.123,0.223,0.328,0.397,0.412,0.173,0.536,0.505,0.001
1,es_fscore_05_std,0.166,0.214,0.179,0.161,0.146,0.37,0.299,0.227,0.17,0.19,0.004
2,es_precision_05_mean,0.808,0.811,0.666,0.778,0.883,0.683,0.522,0.804,0.705,0.801,0.723
3,es_precision_05_std,0.226,0.226,0.264,0.252,0.155,0.325,0.358,0.245,0.264,0.247,0.246
4,es_recall_05_mean,0.365,0.108,0.09,0.15,0.243,0.377,0.371,0.129,0.515,0.402,0.0
5,es_recall_05_std,0.152,0.171,0.148,0.123,0.146,0.361,0.252,0.182,0.138,0.175,0.002
6,execution_time_mean,100.253,753.363,1251.841,9.24,4178.036,16396.49,11.237,1762.47,121.0,11.045,0.406
7,execution_time_std,2.618,373.634,3836.368,4.478,1483.151,10413.468,0.37,1273.031,5.907,0.403,0.016
