,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_0.25_mean,0.387,0.105,0.453,0.39,0.343,0.211,0.295,0.348,0.363,0.34,0.187
1,es_fscore_0.25_std,0.157,0.144,0.105,0.146,0.084,0.083,0.109,0.072,0.063,0.067,0.062
2,es_precision_0.25_mean,0.478,0.195,0.492,0.461,0.744,0.233,0.233,0.547,0.228,0.312,0.39
3,es_precision_0.25_std,0.185,0.209,0.105,0.158,0.135,0.094,0.108,0.103,0.043,0.123,0.089
4,es_recall_0.25_mean,0.368,0.096,0.458,0.444,0.256,0.209,0.469,0.286,0.958,0.47,0.139
5,es_recall_0.25_std,0.168,0.144,0.107,0.196,0.073,0.095,0.108,0.073,0.129,0.076,0.056
6,execution_time_mean,0.87,342.711,189.07,5.817,2004.868,589.173,3.762,1452.957,4.712,3.673,0.313
7,execution_time_std,0.677,302.084,267.194,4.151,1812.254,511.828,2.527,1458.682,4.094,2.405,0.033
