,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_05_mean,0.471,0.49,0.379,0.233,0.184,0.613,0.68,0.541,0.667,0.426,0.001
1,es_fscore_05_std,0.15,0.167,0.155,0.127,0.067,0.262,0.118,0.231,0.047,0.159,0.009
2,es_precision_05_mean,0.966,0.981,0.893,0.986,0.92,0.75,0.869,0.989,0.932,0.97,0.953
3,es_precision_05_std,0.059,0.045,0.092,0.047,0.12,0.268,0.155,0.021,0.053,0.076,0.075
4,es_recall_05_mean,0.325,0.343,0.254,0.139,0.104,0.533,0.561,0.41,0.52,0.288,0.001
5,es_recall_05_std,0.128,0.146,0.128,0.085,0.044,0.248,0.094,0.233,0.045,0.132,0.005
6,execution_time_mean,2.845,193.15,102.052,6.609,1260.996,4597.688,11.029,203.696,23.152,10.534,0.377
7,execution_time_std,0.013,81.502,17.147,1.118,279.083,2630.559,0.199,85.668,2.98,0.195,0.015
