,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_0.75_mean,0.073,0,0.078,0.12,0.225,0.0,0.061,0.008,0.071,0.068,0.0
1,es_fscore_0.75_std,0.078,0,0.127,0.111,0.165,0.0,0.082,0.03,0.043,0.093,0.0
2,es_precision_0.75_mean,0.081,0,0.137,0.209,0.258,0.003,0.052,0.191,0.045,0.066,0.254
3,es_precision_0.75_std,0.078,0,0.147,0.165,0.165,0.025,0.072,0.113,0.026,0.094,0.102
4,es_recall_0.75_mean,0.141,0,0.097,0.125,0.472,0.0,0.355,0.008,0.62,0.292,0.0
5,es_recall_0.75_std,0.114,0,0.146,0.104,0.246,0.0,0.139,0.032,0.153,0.174,0.0
6,execution_time_mean,0.449,0,18.169,29.514,554.718,153.991,2.177,303.139,1.508,2.118,0.298
7,execution_time_std,0.061,0,7.511,9.401,158.705,42.365,0.313,79.907,0.463,0.347,0.007
