,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_05_mean,0.566,0.583,0.294,0.134,0.179,0.441,0.457,0.659,0.694,0.355,0.0
1,es_fscore_05_std,0.135,0.199,0.142,0.106,0.07,0.371,0.336,0.25,0.041,0.201,0.0
2,es_precision_05_mean,0.958,0.983,0.97,0.984,0.941,0.527,0.596,0.937,0.952,0.958,0.929
3,es_precision_05_std,0.052,0.037,0.092,0.102,0.097,0.388,0.424,0.134,0.045,0.098,0.095
4,es_recall_05_mean,0.414,0.437,0.182,0.076,0.101,0.419,0.389,0.555,0.547,0.242,0.0
5,es_recall_05_std,0.12,0.166,0.106,0.066,0.044,0.345,0.262,0.26,0.038,0.172,0.0
6,execution_time_mean,2.887,154.907,75.979,6.632,1132.87,3156.573,11.212,156.975,23.933,10.448,0.42
7,execution_time_std,0.054,49.195,8.091,1.228,254.148,1918.375,0.51,48.402,3.545,0.534,0.019
