,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_0.25_mean,0.504,0.542,0.501,0.277,0.189,0.656,0.711,0.552,0.761,0.434,0.075
1,es_fscore_0.25_std,0.188,0.229,0.199,0.17,0.069,0.254,0.106,0.231,0.062,0.162,0.089
2,es_precision_0.25_mean,0.995,0.996,0.952,0.999,0.998,0.872,0.968,0.998,0.983,0.997,0.967
3,es_precision_0.25_std,0.019,0.018,0.061,0.009,0.017,0.225,0.11,0.011,0.022,0.016,0.067
4,es_recall_0.25_mean,0.359,0.408,0.369,0.173,0.106,0.549,0.566,0.418,0.624,0.291,0.041
5,es_recall_0.25_std,0.17,0.228,0.191,0.12,0.044,0.251,0.096,0.232,0.077,0.133,0.052
6,execution_time_mean,3.158,269.257,102.052,7.764,1260.996,4597.688,11.029,203.696,11.589,10.534,0.377
7,execution_time_std,0.574,208.042,17.147,2.809,279.083,2630.559,0.199,85.668,1.355,0.195,0.015
