,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_0.5_mean,0.262,0.098,0.326,0.257,0.23,0.13,0.176,0.174,0.229,0.2,0.102
1,es_fscore_0.5_std,0.104,0.122,0.105,0.123,0.083,0.082,0.085,0.086,0.035,0.094,0.053
2,es_precision_0.5_mean,0.389,0.34,0.407,0.355,0.433,0.146,0.172,0.383,0.141,0.241,0.345
3,es_precision_0.5_std,0.123,0.152,0.114,0.147,0.146,0.079,0.086,0.098,0.024,0.116,0.107
4,es_recall_0.5_mean,0.277,0.111,0.351,0.335,0.265,0.174,0.294,0.182,0.893,0.3,0.085
5,es_recall_0.5_std,0.108,0.129,0.106,0.176,0.088,0.095,0.102,0.094,0.049,0.115,0.055
6,execution_time_mean,0.903,419.721,318.479,7.288,2214.248,660.392,3.662,1208.059,5.093,3.649,0.309
7,execution_time_std,0.783,523.475,664.534,6.113,2146.927,669.193,2.842,1038.107,4.473,2.855,0.035
