,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_0.5_mean,0.626,0.689,0.294,0.134,0.179,0.441,0.457,0.659,0.771,0.355,0.0
1,es_fscore_0.5_std,0.185,0.264,0.142,0.136,0.07,0.371,0.336,0.25,0.105,0.201,0.0
2,es_precision_0.5_mean,0.947,0.981,0.97,0.99,0.941,0.527,0.596,0.937,0.845,0.958,0.929
3,es_precision_0.5_std,0.061,0.037,0.092,0.073,0.097,0.388,0.424,0.134,0.111,0.098,0.095
4,es_recall_0.5_mean,0.497,0.586,0.182,0.079,0.101,0.419,0.389,0.555,0.711,0.242,0.0
5,es_recall_0.5_std,0.193,0.276,0.106,0.089,0.044,0.345,0.262,0.26,0.103,0.172,0.0
6,execution_time_mean,3.067,186.536,75.979,7.292,1132.87,3156.573,11.212,156.975,11.896,10.448,0.42
7,execution_time_std,0.489,104.791,8.091,1.607,254.148,1918.375,0.51,48.402,1.208,0.534,0.019
