,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_0.75_mean,0.067,0.025,0.145,0.047,0.102,0.014,0.042,0.052,0.109,0.043,0.039
1,es_fscore_0.75_std,0.07,0.066,0.112,0.059,0.064,0.034,0.04,0.062,0.03,0.043,0.034
2,es_precision_0.75_mean,0.173,0.212,0.277,0.16,0.201,0.028,0.089,0.196,0.071,0.117,0.236
3,es_precision_0.75_std,0.142,0.117,0.119,0.136,0.131,0.052,0.064,0.111,0.021,0.084,0.093
4,es_recall_0.75_mean,0.142,0.072,0.212,0.177,0.221,0.137,0.122,0.113,0.656,0.131,0.048
5,es_recall_0.75_std,0.077,0.102,0.111,0.144,0.076,0.088,0.081,0.09,0.068,0.096,0.046
6,execution_time_mean,0.903,419.721,318.479,7.288,2214.248,660.392,3.662,1208.059,5.093,3.649,0.309
7,execution_time_std,0.783,523.475,664.534,6.113,2146.927,669.193,2.842,1038.107,4.473,2.855,0.035
