,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_0.75_mean,0.316,0.398,0.229,0.062,0.079,0.146,0.255,0.355,0.586,0.215,0.0
1,es_fscore_0.75_std,0.287,0.346,0.196,0.102,0.089,0.249,0.207,0.319,0.253,0.154,0.0
2,es_precision_0.75_mean,0.507,0.59,0.663,0.538,0.363,0.171,0.214,0.521,0.625,0.376,0.87
3,es_precision_0.75_std,0.439,0.449,0.431,0.493,0.393,0.295,0.186,0.45,0.278,0.284,0.213
4,es_recall_0.75_mean,0.264,0.33,0.147,0.036,0.055,0.191,0.36,0.305,0.572,0.216,0.0
5,es_recall_0.75_std,0.224,0.305,0.132,0.062,0.047,0.226,0.243,0.275,0.197,0.175,0.0
6,execution_time_mean,3.067,186.536,75.979,7.292,1132.87,3156.573,11.212,156.975,11.896,10.448,0.42
7,execution_time_std,0.489,104.791,8.091,1.607,254.148,1918.375,0.51,48.402,1.208,0.534,0.019
