,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_05_mean,0.004,0,0,0.026,0,0,0.088,0,0,0.171,0.0
1,es_fscore_05_std,0.032,0,0,0.076,0,0,0.097,0,0,0.148,0.0
2,es_precision_05_mean,0.004,0,0,0.063,0,0,0.057,0,0,0.134,0.095
3,es_precision_05_std,0.029,0,0,0.16,0,0,0.07,0,0,0.145,0.093
4,es_recall_05_mean,0.005,0,0,0.019,0,0,0.555,0,0,0.458,0.0
5,es_recall_05_std,0.037,0,0,0.059,0,0,0.19,0,0,0.175,0.0
6,execution_time_mean,452.402,0,0,197.137,0,0,1410.364,0,0,1473.707,1.848
7,execution_time_std,22.816,0,0,46.927,0,0,131.611,0,0,81.781,0.063
