,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_0.5_mean,0.502,0.142,0.123,0.291,0.328,0.397,0.412,0.173,0.546,0.505,0.001
1,es_fscore_0.5_std,0.205,0.218,0.179,0.241,0.146,0.37,0.299,0.227,0.192,0.19,0.004
2,es_precision_0.5_mean,0.809,0.811,0.666,0.767,0.883,0.683,0.522,0.804,0.605,0.801,0.723
3,es_precision_0.5_std,0.23,0.233,0.264,0.269,0.155,0.325,0.358,0.245,0.245,0.247,0.246
4,es_recall_0.5_mean,0.394,0.107,0.09,0.215,0.243,0.377,0.371,0.129,0.66,0.402,0.0
5,es_recall_0.5_std,0.192,0.177,0.148,0.202,0.146,0.361,0.252,0.182,0.162,0.175,0.002
6,execution_time_mean,2.893,934.293,1251.841,13.7,4178.036,16396.49,11.237,1762.47,14.037,11.045,0.406
7,execution_time_std,0.086,595.559,3836.368,8.195,1483.151,10413.468,0.37,1273.031,2.252,0.403,0.016
