,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_0.5_mean,0.785,0.791,0.389,0.476,0.484,0.893,0.887,0.77,0.53,0.724,0.0
1,es_fscore_0.5_std,0.225,0.221,0.162,0.443,0.116,0.185,0.081,0.222,0.144,0.171,0.0
2,es_precision_0.5_mean,0.94,0.939,0.451,0.568,0.979,0.961,0.81,0.94,0.405,0.913,0.554
3,es_precision_0.5_std,0.237,0.237,0.161,0.468,0.092,0.189,0.121,0.237,0.129,0.114,0.485
4,es_recall_0.5_mean,0.686,0.694,0.368,0.448,0.329,0.838,0.992,0.665,0.788,0.648,0.0
5,es_recall_0.5_std,0.225,0.219,0.178,0.44,0.102,0.187,0.027,0.223,0.132,0.237,0.0
6,execution_time_mean,0.146,0.156,2.159,0.135,16.77,2.244,0.681,0.82,0.718,0.694,0.257
7,execution_time_std,0.007,0.009,0.148,0.006,6.117,0.174,0.047,0.06,0.054,0.071,0.005
