,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_0.5_mean,0.409,0.422,0.225,0.353,0.224,0.404,0.342,0.399,0.497,0.211,0.002
1,es_fscore_0.5_std,0.112,0.108,0.138,0.105,0.068,0.13,0.123,0.104,0.096,0.091,0.013
2,es_precision_0.5_mean,0.49,0.509,0.438,0.493,0.666,0.459,0.528,0.475,0.372,0.615,0.679
3,es_precision_0.5_std,0.136,0.132,0.236,0.136,0.239,0.167,0.175,0.152,0.085,0.255,0.298
4,es_recall_0.5_mean,0.356,0.368,0.167,0.282,0.137,0.37,0.27,0.36,0.758,0.134,0.001
5,es_recall_0.5_std,0.106,0.106,0.111,0.097,0.04,0.105,0.118,0.102,0.095,0.063,0.007
6,execution_time_mean,0.147,0.157,2.007,0.179,28.932,2.499,0.691,0.789,0.871,0.695,0.256
7,execution_time_std,0.007,0.009,0.133,0.051,5.723,0.235,0.051,0.051,0.248,0.062,0.008
