,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_0.5_mean,0.56,0.535,0.256,0.153,0.279,0.626,0.855,0.513,0.517,0.529,0.0
1,es_fscore_0.5_std,0.259,0.257,0.123,0.164,0.091,0.275,0.139,0.249,0.12,0.186,0.0
2,es_precision_0.5_mean,0.734,0.698,0.424,0.294,0.871,0.714,0.912,0.695,0.392,0.967,0.862
3,es_precision_0.5_std,0.307,0.315,0.177,0.28,0.223,0.313,0.108,0.319,0.106,0.083,0.285
4,es_recall_0.5_mean,0.467,0.446,0.203,0.11,0.168,0.567,0.819,0.423,0.776,0.388,0.0
5,es_recall_0.5_std,0.239,0.232,0.111,0.127,0.06,0.252,0.176,0.224,0.119,0.188,0.0
6,execution_time_mean,0.147,0.161,2.15,0.135,27.56,2.862,0.721,0.836,0.741,0.711,0.252
7,execution_time_std,0.007,0.009,0.159,0.005,5.295,0.335,0.078,0.056,0.049,0.06,0.006
