,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_05_mean,0.945,0.945,0.125,0.131,0.878,0.936,0.82,0.99,0.545,0.867,0.003
1,es_fscore_05_std,0.098,0.098,0.138,0.267,0.182,0.059,0.109,0.099,0.335,0.123,0.026
2,es_precision_05_mean,0.96,0.96,0.121,0.184,0.925,1.0,0.741,0.99,0.525,0.896,0.25
3,es_precision_05_std,0.1,0.1,0.137,0.349,0.17,0.0,0.125,0.099,0.326,0.111,0.433
4,es_recall_05_mean,0.93,0.93,0.148,0.113,0.85,0.885,0.927,0.99,0.568,0.878,0.002
5,es_recall_05_std,0.098,0.098,0.145,0.239,0.207,0.092,0.088,0.099,0.343,0.184,0.015
6,execution_time_mean,0.149,0.154,2.895,0.131,8.071,1.821,0.684,0.791,1.374,0.681,0.264
7,execution_time_std,0.006,0.007,0.262,0.004,5.532,0.103,0.061,0.04,0.076,0.058,0.005
