,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_05_mean,0.954,0.954,0.416,0.261,0.262,0.924,0.663,0.04,0.473,0.409,0.049
1,es_fscore_05_std,0.027,0.027,0.134,0.236,0.065,0.104,0.238,0.095,0.176,0.182,0.078
2,es_precision_05_mean,0.965,0.965,0.455,0.431,0.964,0.99,0.993,0.058,0.451,1.0,0.521
3,es_precision_05_std,0.03,0.03,0.106,0.329,0.128,0.099,0.034,0.136,0.169,0.0,0.352
4,es_recall_05_mean,0.943,0.943,0.423,0.208,0.153,0.869,0.543,0.161,0.497,0.276,0.046
5,es_recall_05_std,0.032,0.032,0.196,0.21,0.042,0.116,0.258,0.092,0.185,0.159,0.061
6,execution_time_mean,0.149,0.154,2.196,0.126,24.239,2.233,0.68,1.033,1.377,0.681,0.281
7,execution_time_std,0.006,0.006,0.134,0.004,4.6,0.23,0.052,0.084,0.077,0.051,0.012
