,metrics,MatrixProfile,PanMatrixProfile,LocoMotif,LatentMotif,MDL,Motiflets,BasePersistentPattern,Valmod,Baseline,AdaptativeBasePersistentPattern,Grammarviz
0,es_fscore_05_mean,0.944,0.944,0.352,0.14,0.783,0.926,0.977,0.987,0.504,0.782,0.119
1,es_fscore_05_std,0.093,0.093,0.26,0.254,0.161,0.104,0.044,0.103,0.283,0.175,0.135
2,es_precision_05_mean,0.959,0.959,0.401,0.213,0.997,0.99,0.96,0.986,0.482,0.994,0.594
3,es_precision_05_std,0.094,0.094,0.28,0.357,0.012,0.099,0.071,0.108,0.273,0.026,0.264
4,es_recall_05_mean,0.929,0.929,0.339,0.115,0.672,0.874,0.996,0.99,0.528,0.679,0.081
5,es_recall_05_std,0.095,0.095,0.266,0.22,0.213,0.117,0.018,0.099,0.294,0.235,0.098
6,execution_time_mean,0.15,0.155,2.585,0.131,13.902,1.896,0.684,0.83,1.386,0.683,0.258
7,execution_time_std,0.006,0.007,0.333,0.004,8.691,0.126,0.056,0.056,0.081,0.053,0.007
